,Original_Testing_Data,Predictions
7178,60.0,126.56297
7179,69.0,126.19788
7180,46.00000000000001,125.30491
7181,66.0,125.224884
7182,89.0,125.24859
7183,87.0,130.85835
7184,82.0,132.32129
7185,60.0,128.81584
7186,55.99999999999999,128.55655
7187,59.00000000000001,127.81074
7188,63.0,127.814
7189,4.0,127.9306
7190,6.999999999999999,159.47855
7191,5.0,179.44409
7192,1.0,184.22203
7193,1.0,184.3139
7194,2.0,182.445
7195,3.0,182.05348
7196,6.0,183.8128
7197,6.999999999999999,185.75726
7198,4.0,187.85197
7199,2.0,189.84125
7200,5.0,189.10558
7201,4.0,187.79066
7202,3.0,187.7383
7203,6.999999999999999,189.53677
7204,9.0,191.24614
7205,3.0,193.05373
7206,6.999999999999999,162.98932
7207,6.999999999999999,147.23637
7208,5.0,145.7245
7209,6.0,144.5765
7210,3.0,143.9133
7211,2.0,141.86754
7212,1.0,142.92056
7213,4.0,143.52486
7214,6.999999999999999,144.61412
7215,2.0,145.66594
7216,2.0,147.18794
7217,6.0,146.65337
7218,5.0,145.1906
7219,8.0,146.20241
7220,10.0,146.88039
7221,6.0,147.9858
7222,6.0,149.07883
7223,3.0,135.08969
7224,1.0,125.19793
7225,6.999999999999999,123.34672
7226,13.0,126.88822
7227,1.0,128.51859
7228,1.0,124.57164
7229,9.0,124.4978
7230,6.0,123.667336
7231,4.0,123.693436
7232,3.0,123.77913
7233,5.0,128.91425
7234,5.0,130.53328
7235,6.0,127.073006
7236,1.0,127.018906
7237,6.999999999999999,126.34231
7238,8.0,126.44294
7239,6.999999999999999,126.62085
7240,11.0,137.46379
7241,4.0,141.923
7242,6.999999999999999,142.30011
7243,2.0,144.13982
7244,2.0,143.58754
7245,5.0,141.9582
7246,4.0,143.01277
7247,5.0,143.61348
7248,4.0,144.69861
7249,8.0,145.7482
7250,11.0,147.2939
7251,3.0,146.75262
7252,5.0,145.27612
7253,8.0,146.27763
7254,11.0,146.95183
7255,17.0,148.0531
7256,10.0,149.14339
7257,10.0,147.04216
7258,6.999999999999999,143.60936
7259,4.0,143.39676
7260,2.0,144.1575
7261,4.0,143.58806
7262,2.0,141.84229
7263,4.0,142.90219
7264,5.0,143.507
7265,2.0,144.59746
7266,2.0,145.6498
7267,4.0,147.16649
7268,2.0,146.63345
7269,4.0,145.17378
7270,11.0,146.18747
7271,9.0,146.8663
7272,12.0,147.9724
7273,2.0,149.06577
7274,1.0,150.48251
7275,2.0,148.83273
7276,6.0,149.28111
7277,5.0,151.10416
7278,2.0,150.72173
7279,3.0,147.8752
7280,4.0,147.96844
7281,2.0,150.83884
7282,2.0,152.58049
7283,2.0,150.0575
7284,6.0,150.80862
7285,3.0,151.65489
7286,44.0,153.49338
7287,68.0,167.52974
7288,49.99999999999999,177.75139
7289,13.999999999999998,180.15625
7290,22.0,178.51196
7291,11.0,176.14902
7292,19.0,175.79079
7293,23.000000000000004,177.69197
7294,39.0,179.82996
7295,37.0,182.11804
7296,18.0,184.30515
7297,10.0,182.42268
7298,6.0,180.50348
7299,16.0,180.07863
7300,73.0,181.76686
7301,51.0,183.68745
7302,30.0,185.75572
7303,1.0,187.74722
7304,1.0,191.94351
7305,1.0,191.6722
7306,1.0,192.2054
7307,2.0,190.91454
7308,2.0,190.44933
7309,2.0,191.72285
7310,4.0,191.55421
7311,4.0,190.00388
7312,3.0,189.97777
7313,3.0,192.19957
7314,2.0,205.96117
7315,1.0,208.03699
7316,1.0,209.83032
7317,1.5,214.01065
7318,2.0,210.07195
7319,2.0,208.20082
7320,2.0,208.7232
7321,4.5,209.64056
7322,3.6666666666666665,210.75798
7323,2.0,214.9323
7324,2.0,213.04709
7325,3.0,211.8998
7326,3.0,212.35367
7327,6.999999999999999,213.0294
7328,1.0,213.84442
7329,6.0,168.96796
7330,2.0,150.7334
7331,3.0,148.04659
7332,3.0,145.88214
7333,3.0,145.50504
7334,3.0,142.9896
7335,4.0,144.27875
7336,5.0,144.90948
7337,2.0,146.14488
7338,3.0,147.29494
7339,4.0,148.49513
7340,3.0,148.30812
7341,3.0,146.51273
7342,2.0,147.71617
7343,5.0,148.43365
7344,5.0,149.66922
7345,49.0,150.85498
7346,49.99999999999999,209.90572
7347,60.0,237.26663
7348,52.0,245.81035
7349,29.0,265.15097
7350,22.0,259.6401
7351,32.0,256.09604
7352,31.000000000000004,254.6434
7353,38.0,253.49696
7354,65.0,252.64006
7355,33.0,251.7548
7356,31.000000000000004,267.35767
7357,29.0,260.67734
7358,30.0,256.6593
7359,38.0,254.83678
7360,61.0,253.53235
7361,72.0,252.50714
7362,2.0,251.47884
7363,4.0,179.63281
7364,4.0,162.06801
7365,2.0,158.64963
7366,2.0,156.46631
7367,3.0,155.3123
7368,2.0,157.61275
7369,3.0,156.9899
7370,5.0,155.56062
7371,6.0,155.97568
7372,17.0,156.64507
7373,21.0,153.93626
7374,24.999999999999996,147.20477
7375,18.0,145.87991
7376,33.0,145.5763
7377,27.0,145.22066
7378,6.999999999999999,142.99475
7379,11.0,144.27667
7380,23.000000000000004,144.90863
7381,23.000000000000004,146.14455
7382,24.0,147.29408
7383,29.0,148.49118
7384,24.0,148.30434
7385,18.0,146.51256
7386,13.0,147.71754
7387,29.0,148.43553
7388,41.0,149.67162
7389,15.0,150.85687
7390,5.0,144.78104
7391,24.0,135.03697
7392,12.0,132.33485
7393,13.999999999999998,134.81544
7394,19.0,138.18265
7395,18.0,134.26334
7396,13.999999999999998,135.723
7397,12.0,134.33066
7398,12.0,133.58537
7399,27.0,132.63074
7400,23.000000000000004,137.56442
7401,15.0,140.7848
7402,11.0,137.61852
7403,16.0,138.30714
7404,24.0,136.91101
7405,24.999999999999996,136.1822
7406,18.0,135.35071
7407,30.0,151.9968
7408,24.0,169.28204
7409,13.999999999999998,174.05568
7410,17.0,175.68295
7411,23.000000000000004,173.98596
7412,13.0,172.68256
7413,13.0,173.82454
7414,27.0,175.75558
7415,27.999999999999996,178.0344
7416,15.0,180.29776
7417,12.0,179.6153
7418,19.0,177.28893
7419,17.0,176.19023
7420,16.0,177.7203
7421,26.0,179.65927
7422,24.999999999999996,181.81203
7423,1.0,183.91653
7424,5.0,146.67896
7425,3.0,123.43001
7426,4.0,121.80393
7427,2.0,120.25926
7428,4.0,122.42078
7429,2.0,118.96771
7430,6.999999999999999,120.03516
7431,1.0,119.824104
7432,1.0,120.47563
7433,2.0,123.17482
7434,1.0,124.74783
7435,3.0,121.871254
7436,5.0,123.29813
7437,4.0,123.15473
7438,520.0,123.94862
7439,701.0,173.04764
7440,799.0000000000001,201.1269
7441,642.0,209.15407
7442,599.0,217.96413
7443,423.99999999999994,214.76436
7444,329.0,213.09843
7445,375.0,213.59575
7446,501.00000000000006,214.29846
7447,638.0,215.21153
7448,495.0,216.0449
7449,596.0,222.09447
7450,404.0,217.96309
7451,489.00000000000006,215.844
7452,702.0,215.94084
7453,981.0,216.43147
7454,939.0000000000001,217.13074
7455,13.999999999999998,217.77849
7456,13.0,190.02757
7457,17.0,180.63313
7458,8.0,178.10567
7459,6.0,176.76207
7460,8.0,174.28185
7461,5.0,172.6604
7462,10.0,173.17455
7463,13.999999999999998,174.5396
7464,8.0,176.66574
7465,9.0,178.8908
7466,8.0,178.91364
7467,5.0,176.94719
7468,6.999999999999999,175.59622
7469,20.0,176.52492
7470,21.0,178.31825
7471,6.999999999999999,180.43307
7472,6.999999999999999,182.55063
7473,4.0,174.67114
7474,1.0,169.76064
7475,4.0,169.63922
7476,2.0,168.10245
7477,1.0,166.90106
7478,2.0,167.9072
7479,2.0,168.89204
7480,1.0,169.87552
7481,2.0,172.03722
7482,2.0,171.27802
7483,2.0,170.18172
7484,156.0,172.26698
7485,196.0,230.51866
7486,215.0,249.55312
7487,167.0,257.95532
7488,158.0,279.46005
7489,122.0,273.14963
7490,89.0,268.95145
7491,131.0,266.89297
7492,198.0,265.19305
7493,205.0,263.8055
7494,178.0,262.40524
7495,182.99999999999997,280.84244
7496,182.0,273.4134
7497,166.0,268.8412
7498,265.0,266.44733
7499,293.0,264.60556
7500,520.0,263.06348
7501,5.0,261.5339
7502,8.0,169.58496
7503,6.0,142.8632
7504,5.0,135.8755
7505,6.0,135.37682
7506,8.0,138.63977
7507,13.999999999999998,134.23192
7508,12.0,135.50491
7509,18.0,134.02824
7510,13.0,133.29326
7511,21.0,132.36852
7512,16.0,137.48886
7513,30.0,140.78549
7514,15.0,137.66695
7515,32.0,138.11497
7516,34.0,136.64243
7517,22.0,135.92256
7518,409.0,135.10892
7519,561.0,140.8523
7520,662.0,148.08934
7521,472.00000000000006,151.5211
7522,545.0,156.13058
7523,351.0,155.55615
7524,298.0,153.35309
7525,291.0,153.49167
7526,493.0,153.71852
7527,487.0,154.46844
7528,384.0,155.38528
7529,452.0,158.6831
7530,310.0,157.6251
7531,274.0,155.39835
7532,490.0,155.4897
7533,645.0,155.7861
7534,833.0000000000001,156.57878
7535,40.0,157.53358
7536,32.0,227.99927
7537,55.0,255.0267
7538,29.0,370.51633
7539,18.0,380.57104
7540,35.0,360.13602
7541,24.999999999999996,341.08508
7542,16.0,321.71304
7543,17.0,311.48367
7544,26.0,270.9481
7545,13.0,372.97903
7546,21.0,378.454
7547,19.0,357.7025
7548,18.0,337.3753
7549,36.0,319.3008
7550,29.0,309.0419
7551,39.0,268.1512
7552,1.0,367.6851
7553,1.0,167.35922
7554,2.0,138.23347
7555,1.3333333333333337,128.1013
7556,1.0,119.93573
7557,1.0,120.07706
7558,1.0,119.64276
7559,2.0,120.3714
7560,1.0,123.13275
7561,1.0,124.811714
7562,1.0,121.96914
7563,1.0,122.89457
7564,3.0,122.70687
7565,1.0,123.35582
7566,73.0,123.91565
7567,124.00000000000001,138.43164
7568,116.0,148.4316
7569,76.0,152.32994
7570,67.0,157.26585
7571,73.0,156.61227
7572,41.0,154.33862
7573,44.0,154.41194
7574,90.0,154.62402
7575,102.0,155.36795
7576,80.0,156.29012
7577,94.0,159.74008
7578,47.0,158.57184
7579,37.0,156.26659
7580,148.0,156.3011
7581,159.0,156.58633
7582,202.0,157.37439
7583,5.0,158.33348
7584,6.999999999999999,156.8283
7585,3.0,151.62483
7586,3.0,150.14198
7587,3.0,151.16873
7588,2.0,150.49385
7589,3.0,147.43198
7590,2.0,148.15408
7591,1.0,149.27065
7592,2.0,150.50879
7593,2.0,152.97752
7594,1.0,152.6059
7595,4.0,150.40627
7596,5.0,151.54567
7597,6.0,152.20372
7598,20.0,153.44908
7599,29.0,146.34666
7600,29.0,136.01408
7601,27.999999999999996,132.36731
7602,42.0,134.9487
7603,44.0,138.17783
7604,30.0,134.2848
7605,32.0,135.5506
7606,42.0,134.09126
7607,37.0,133.35422
7608,40.0,132.42467
7609,48.0,137.50415
7610,41.0,140.7848
7611,23.000000000000004,137.65613
7612,18.0,138.15517
7613,40.0,136.69841
7614,43.0,135.97682
7615,4.0,135.15958
7616,8.0,150.48766
7617,5.0,163.15399
7618,2.0,166.13774
7619,8.0,167.24348
7620,3.0,166.50642
7621,15.0,167.30016
7622,12.0,168.34613
7623,6.0,171.39873
7624,6.999999999999999,171.07349
7625,6.999999999999999,170.76833
7626,4.0,172.27951
7627,3.0,159.76962
7628,6.0,145.87407
7629,3.0,146.73236
7630,2.0,145.31563
7631,2.0,145.39891
7632,3.0,142.9501
7633,3.0,144.28561
7634,5.0,144.91447
7635,5.0,146.14815
7636,3.0,147.29768
7637,5.0,148.50835
7638,2.0,148.32202
7639,2.0,146.51581
7640,2.0,147.71411
7641,2.0,148.42918
7642,2.0,149.66286
7643,6.0,150.84811
7644,10.0,150.3575
7645,4.0,149.27254
7646,1.0,150.26236
7647,3.0,152.3593
7648,6.999999999999999,151.91814
7649,3.0,149.0953
7650,5.0,149.52531
7651,6.0,149.94089
7652,8.0,150.99545
7653,6.999999999999999,152.17368
7654,6.0,154.65889
7655,2.0,154.14731
7656,9.0,151.57365
7657,4.0,152.00194
7658,5.0,152.48982
7659,4.0,153.5698
7660,327.0,154.77394
7661,379.0,192.26825
7662,278.0,209.91808
7663,208.0,214.54883
7664,239.0,222.6038
7665,145.0,218.63797
7666,120.0,216.60611
7667,115.00000000000001,216.81734
7668,191.0,217.37717
7669,179.0,218.15353
7670,162.0,218.85435
7671,292.0,225.66225
7672,199.99999999999997,221.32376
7673,237.0,219.04942
7674,220.0,218.99568
7675,360.0,219.34703
7676,284.0,219.91252
7677,161.0,220.42993
7678,273.0,242.34268
7679,278.0,242.34903
7680,160.0,242.55254
7681,223.99999999999997,255.17061
7682,168.0,248.76471
7683,108.99999999999999,245.10661
7684,113.0,243.898
7685,205.0,243.23824
7686,250.0,242.84721
7687,142.0,242.41446
7688,199.0,255.5247
7689,146.0,249.50296
7690,134.0,245.974
7691,252.0,244.65428
7692,389.0,243.82245
7693,489.00000000000006,243.25111
7694,3.333333333333333,242.6638
7695,3.6666666666666665,170.61154
7696,4.0,151.14005
7697,3.0,146.86562
7698,2.0,145.09718
7699,1.0,144.14531
7700,2.0,142.01831
7701,1.0,143.03201
7702,2.0,143.59734
7703,2.0,146.09526
7704,2.0,146.80174
7705,6.0,146.96127
7706,3.0,185.33052
7707,3.0,203.28911
7708,18.0,208.8872
7709,2.0,215.64995
7710,2.0,212.22934
7711,2.0,210.5119
7712,2.0,211.05696
7713,4.0,211.8718
7714,3.0,212.03683
7715,2.0,218.28233
7716,2.0,215.00185
7717,1.0,213.17468
7718,1.0,213.48775
7719,3.0,214.1154
7720,10.0,214.93745
7721,4.0,215.68636
7722,5.0,198.71347
7723,2.0,191.53738
7724,1.0,188.16847
7725,1.0,185.72102
7726,3.0,184.84386
7727,3.0,186.24944
7728,2.0,188.2272
7729,4.0,189.49419
7730,4.0,189.29224
7731,6.0,189.58727
7732,2.0,191.41185
7733,11.0,193.07004
7734,13.999999999999998,209.36769
7735,6.0,211.01935
7736,6.0,212.49774
7737,8.0,217.17487
7738,5.0,212.98218
7739,4.0,210.95633
7740,5.0,211.34615
7741,10.0,212.14828
7742,8.0,213.15596
7743,9.0,214.08174
7744,6.999999999999999,219.60222
7745,5.0,215.61612
7746,4.0,213.60606
7747,11.0,213.80801
7748,18.0,214.39548
7749,15.0,215.18748
7750,27.999999999999996,215.92488
7751,23.000000000000004,153.95
7752,22.0,130.76184
7753,22.0,125.86938
7754,35.0,127.075066
7755,31.000000000000004,128.38602
7756,23.000000000000004,124.165855
7757,30.0,124.10729
7758,16.0,123.294685
7759,22.0,123.3481
7760,32.0,123.45027
7761,34.0,128.43547
7762,36.0,130.09778
7763,27.999999999999996,126.66584
7764,27.0,126.66756
7765,24.0,126.00985
7766,27.999999999999996,126.13572
7767,5.0,126.32977
7768,6.999999999999999,150.78355
7769,5.0,167.81688
7770,2.0,171.00325
7771,5.0,173.86507
7772,2.0,172.74884
7773,3.0,171.7367
7774,5.0,172.50757
7775,6.999999999999999,173.43025
7776,8.0,174.6617
7777,3.0,176.0252
7778,6.0,177.31487
7779,6.999999999999999,175.95393
7780,6.999999999999999,174.87274
7781,8.0,175.58232
7782,10.0,176.51067
7783,6.0,177.72717
7784,4.0,179.08124
7785,3.0,148.24355
7786,5.0,127.912056
7787,2.0,125.17062
7788,2.0,126.91862
7789,5.0,128.4487
7790,3.0,124.27335
7791,3.0,124.22081
7792,3.0,123.403046
7793,1.0,123.44821
7794,3.0,123.54592
7795,2.0,128.57715
7796,3.0,130.22623
7797,1.0,126.78502
7798,4.0,126.76974
7799,4.0,126.10635
7800,3.0,126.22502
7801,1.0,126.41409
7802,1.0,125.68666
7803,5.0,123.4137
7804,3.4999999999999996,126.71581
7805,2.0,128.15315
7806,2.5,124.56357
7807,3.0,124.45693
7808,2.0,123.66871
7809,1.0,123.2746
7810,2.0,128.19884
7811,2.5,129.86922
7812,3.0,126.206985
7813,2.5,126.88016
7814,2.0,126.35965
7815,4.0,126.70413
7816,2.0,151.41824
7817,6.0,169.75119
7818,1.0,174.05087
7819,2.0,175.67076
7820,1.0,173.95041
7821,3.0,172.65268
7822,4.0,173.45343
7823,5.0,175.31305
7824,2.0,177.56764
7825,2.0,179.83064
7826,2.0,179.38245
7827,1.0,177.17645
7828,6.999999999999999,175.82343
7829,4.0,177.2812
7830,4.0,179.19989
7831,5.0,181.3537
7832,5.0,183.46713
7833,6.0,174.802
7834,3.0,169.3533
7835,4.0,167.84984
7836,2.0,168.90236
7837,1.0,167.93501
7838,1.0,166.96803
7839,3.0,167.57526
7840,6.0,168.22145
7841,4.0,169.08197
7842,3.0,169.97032
7843,2.0,172.10435
7844,4.0,171.3577
7845,5.0,170.5164
7846,5.0,171.62369
7847,3.0,172.67946
7848,17.0,173.6808
7849,16.0,158.05855
7850,24.0,144.75407
7851,8.0,145.01836
7852,5.0,144.26483
7853,6.0,143.83122
7854,9.0,141.8356
7855,6.0,142.91936
7856,13.999999999999998,143.52332
7857,23.000000000000004,144.61275
7858,18.0,145.66492
7859,13.999999999999998,147.18623
7860,8.0,146.65182
7861,13.999999999999998,145.1894
7862,10.0,146.20139
7863,8.0,146.87953
7864,8.0,147.98476
7865,15.0,149.07779
7866,17.0,159.75279
7867,11.0,165.72473
7868,11.0,165.87036
7869,10.0,168.38718
7870,6.999999999999999,167.66351
7871,8.0,166.88681
7872,9.0,167.55585
7873,15.0,168.20308
7874,6.999999999999999,169.06549
7875,9.0,169.95468
7876,6.0,172.09387
7877,6.999999999999999,171.34087
7878,12.0,170.57547
7879,18.0,171.22598
7880,13.999999999999998,171.90274
7881,5.0,172.78096
7882,27.999999999999996,173.69676
7883,22.0,162.9165
7884,24.0,151.88087
7885,12.0,152.22571
7886,21.0,152.83035
7887,17.0,152.20012
7888,17.0,149.17671
7889,21.0,149.57837
7890,30.0,149.99515
7891,17.0,151.05058
7892,24.0,152.23068
7893,27.999999999999996,154.7159
7894,24.999999999999996,154.19711
7895,27.0,151.62277
7896,19.0,152.04831
7897,42.0,152.5367
7898,37.0,153.61754
7899,13.999999999999998,154.82323
7900,37.0,138.13062
7901,33.0,127.58423
7902,26.0,124.51875
7903,29.0,128.22597
7904,17.0,129.52078
7905,19.0,125.550995
7906,15.0,125.30869
7907,24.999999999999996,124.44731
7908,26.0,124.421036
7909,22.0,124.47496
7910,36.0,129.84431
7911,41.0,131.38968
7912,24.0,127.90673
7913,40.0,127.751144
7914,79.0,127.04054
7915,91.0,127.09275
7916,2.0,127.24009
7917,3.0,142.01608
7918,2.0,151.15775
7919,2.0,153.67111
7920,2.0,158.27184
7921,3.0,157.2705
7922,3.0,154.89313
7923,4.0,154.86496
7924,4.0,155.0724
7925,8.0,155.8146
7926,5.0,156.74072
7927,6.999999999999999,160.26488
7928,2.0,159.03859
7929,5.0,156.69624
7930,3.0,156.7038
7931,6.999999999999999,156.98372
7932,6.999999999999999,157.77005
7933,2.0,159.26904
7934,1.0,138.02156
7935,1.0,123.0869
7936,4.0,120.37534
7937,3.0,120.51616
7938,2.0,122.29284
7939,2.0,118.493744
7940,1.0,119.45833
7941,2.0,119.74597
7942,3.0,120.366936
7943,4.0,123.1944
7944,3.0,124.88779
7945,1.0,122.016014
7946,1.0,122.91809
7947,1.0,122.71305
7948,6.999999999999999,123.34518
7949,8.0,123.89195
7950,9.0,124.38429
7951,31.000000000000004,123.10974
7952,24.999999999999996,123.29761
7953,18.0,128.77687
7954,17.0,130.52504
7955,12.0,126.73453
7956,6.999999999999999,126.44328
7957,13.999999999999998,125.54155
7958,13.0,125.44762
7959,4.0,125.46342
7960,17.0,131.13672
7961,12.0,132.57648
7962,11.0,129.06589
7963,5.0,128.77841
7964,5.0,128.02333
7965,17.0,128.01389
7966,192.0,128.12294
7967,287.0,141.48236
7968,303.0,147.32877
7969,295.0,148.41751
7970,480.0,151.12047
7971,323.0,150.76277
7972,159.0,148.01447
7973,169.0,148.4783
7974,198.0,148.86743
7975,234.99999999999997,149.90585
7976,285.0,151.04578
7977,535.0,153.52618
7978,320.0,153.1501
7979,187.0,150.60289
7980,234.0,151.09282
7981,358.0,151.56215
7982,444.0,152.62737
7983,5.0,153.79922
7984,6.999999999999999,149.04585
7985,3.0,144.82568
7986,1.0,143.7986
7987,5.0,144.51108
7988,8.0,143.80478
7989,3.0,142.01985
7990,3.4999999999999996,143.04283
7991,4.0,143.64215
7992,4.0,144.72626
7993,2.0,145.775
7994,4.0,147.32773
7995,3.0,146.78491
7996,6.0,145.3036
7997,4.0,146.30235
7998,6.0,146.975
7999,9.0,148.07474
8000,88.0,149.16434
8001,79.0,133.08359
8002,91.0,121.27124
8003,97.0,119.60859
8004,129.0,120.23985
8005,122.0,122.18242
8006,91.0,118.65225
8007,83.0,119.73035
8008,75.0,119.34671
8009,105.99999999999999,119.96132
8010,87.0,120.42944
8011,128.0,123.1774
8012,101.0,124.874054
8013,86.0,122.00125
8014,74.0,122.91036
8015,86.0,122.71014
8016,81.0,123.34724
8017,3.0,123.89762
8018,8.0,124.497116
8019,6.0,127.47879
8020,6.0,126.39743
8021,5.0,128.34618
8022,5.0,129.03789
8023,5.0,127.78137
8024,3.0,128.32437
8025,2.0,128.6503
8026,10.0,129.28673
8027,4.0,129.94992
8028,6.0,131.46162
8029,3.0,132.14597
8030,1.0,131.08331
8031,3.0,131.68935
8032,6.0,132.14647
8033,10.0,132.87425
8034,24.0,133.6398
8035,37.0,145.47961
8036,36.0,143.38576
8037,24.0,144.77554
8038,46.00000000000001,145.08122
8039,23.000000000000004,145.11006
8040,17.0,142.95645
8041,13.0,144.28441
8042,23.000000000000004,144.91379
8043,24.999999999999996,146.14746
8044,23.000000000000004,147.297
8045,54.0,148.50595
8046,30.0,148.31894
8047,23.000000000000004,146.51512
8048,26.0,147.71446
8049,37.0,148.4297
8050,45.0,149.66406
8051,12.0,150.84932
8052,9.0,134.62396
8053,3.0,124.14782
8054,3.0,122.43898
8055,2.0,125.595474
8056,2.0,127.3931
8057,6.0,123.516556
8058,3.0,123.61152
8059,9.0,122.82742
8060,4.0,122.91912
8061,3.0,123.04414
8062,3.0,127.82636
8063,5.0,129.52353
8064,3.0,126.13933
8065,4.0,126.22365
8066,10.0,125.595474
8067,6.0,125.755005
8068,3.0,125.97138
8069,3.0,136.94707
8070,3.0,141.63434
8071,4.0,142.0791
8072,3.0,143.92636
8073,2.5,143.39693
8074,2.0,141.79662
8075,5.0,142.87093
8076,2.0,143.47713
8077,5.0,144.56862
8078,2.0,145.62198
8079,3.0,147.1306
8080,8.0,146.59961
8081,10.0,145.1451
8082,4.0,146.16206
8083,8.0,146.84277
8084,6.999999999999999,147.95024
8085,5.0,149.04431
8086,6.0,150.57593
8087,4.0,151.16272
8088,3.0,152.20372
8089,2.0,155.26869
8090,2.0,154.27971
8091,1.0,151.66176
8092,4.0,152.21283
8093,2.0,153.13104
8094,3.0,154.14302
8095,9.0,157.23889
8096,7.666666666666666,156.2525
8097,6.333333333333334,154.17805
8098,5.0,154.3953
8099,6.0,154.72037
8100,2.0,155.52628
8101,115.00000000000001,156.47815
8102,157.0,155.49846
8103,153.0,150.77686
8104,139.0,149.4956
8105,210.0,150.48595
8106,139.0,149.94193
8107,63.0,147.12338
8108,77.0,147.64148
8109,124.00000000000001,148.02306
8110,108.99999999999999,149.05478
8111,82.0,150.16689
8112,188.0,152.49136
8113,111.0,152.26778
8114,97.0,149.81415
8115,86.0,150.3793
8116,131.0,150.84125
8117,148.0,151.89977
8118,12.0,153.04707
8119,20.0,152.58032
8120,15.0,152.82709
8121,10.0,153.158
8122,13.999999999999998,156.2508
8123,16.0,155.1198
8124,15.0,152.79996
8125,8.0,152.89903
8126,11.0,153.13963
8127,19.0,153.8959
8128,16.0,154.81001
8129,20.0,158.01047
8130,6.999999999999999,156.97255
8131,13.999999999999998,154.8112
8132,16.0,154.96301
8133,23.000000000000004,155.27315
8134,17.0,156.07219
8135,10.0,157.02579
8136,6.0,186.44846
8137,9.0,199.21062
8138,3.0,202.47702
8139,6.0,206.08566
8140,5.0,202.79625
8141,9.0,201.37935
8142,4.0,202.25017
8143,6.999999999999999,203.44727
8144,8.0,204.8319
8145,4.0,206.12498
8146,6.999999999999999,209.51778
8147,3.0,206.12671
8148,4.0,204.55576
8149,9.0,205.17706
8150,10.0,206.15092
8151,3.0,207.3123
8152,3.0,208.41083
8153,4.0,165.62547
8154,3.0,149.18787
8155,1.0,147.59615
8156,1.0,144.97766
8157,55.0,145.71333
8158,75.0,173.88927
8159,93.0,188.67076
8160,65.0,193.32489
8161,55.99999999999999,195.21404
8162,47.0,192.79013
8163,36.0,191.9035
8164,49.99999999999999,193.2507
8165,63.0,194.82405
8166,72.0,196.56775
8167,63.0,198.21169
8168,55.99999999999999,199.52608
8169,40.0,196.74017
8170,49.99999999999999,195.60283
8171,67.0,196.6282
8172,91.0,197.97041
8173,99.99999999999999,199.48624
8174,8.0,200.93045
8175,6.999999999999999,179.63625
8176,1.0,175.24677
8177,8.0,172.73184
8178,5.0,171.44716
8179,11.0,142.21803
8180,5.0,114.97353
8181,1.0,114.11783
8182,9.0,114.33678
8183,4.0,114.993454
8184,5.0,114.18119
8185,4.0,113.5774
8186,1.0,112.90647
8187,6.999999999999999,112.432335
8188,4.0,112.11619
8189,6.999999999999999,114.71097
8190,4.0,115.313896
8191,6.0,114.687614
8192,10.0,114.20506
8193,10.0,113.796524
8194,6.999999999999999,113.585304
8195,4.0,113.522964
8196,2.0,148.33885
8197,1.6666666666666667,163.93466
8198,1.3333333333333337,164.5661
8199,1.0,168.05952
8200,3.0,167.35648
8201,5.0,166.7307
8202,4.0,167.45247
8203,9.0,168.10657
8204,4.0,168.97568
8205,1.0,169.87106
8206,2.0,172.03978
8207,2.0,171.28299
8208,3.0,170.95654
8209,4.0,171.923
8210,5.0,172.69269
8211,828.9999999999999,173.65779
8212,1070.0,231.58646
8213,1408.0,250.63893
8214,1168.0,258.9934
8215,1016.9999999999999,280.76688
8216,707.0,274.36734
8217,601.0,270.12503
8218,600.0,268.01657
8219,856.0,266.26566
8220,1330.0,264.82983
8221,966.0,263.3822
8222,907.0,282.07867
8223,707.0,274.5813
8224,671.0,269.95828
8225,924.0,267.5122
8226,1330.0,265.62115
8227,1541.9999999999998,264.03183
8228,228.99999999999997,262.45624
8229,290.0,274.22275
8230,280.0,267.9137
8231,186.0,264.90747
8232,217.0,282.1776
8233,123.0,273.8932
8234,123.0,269.00778
8235,146.0,266.63742
8236,226.0,264.94867
8237,248.00000000000003,263.57263
8238,199.0,262.18304
8239,211.0,280.56116
8240,162.0,273.14792
8241,151.0,268.58722
8242,231.0,266.20468
8243,351.0,264.37442
8244,394.99999999999994,262.843
8245,2.5,261.32425
8246,1.0,173.30678
8247,1.5,152.32703
8248,2.0,147.06842
8249,2.0,144.9969
8250,1.3333333333333337,143.9729
8251,1.0,141.87767
8252,1.0,143.27362
8253,4.0,144.40376
8254,2.5,145.57373
8255,1.0,147.10999
8256,2.0,146.58794
8257,4.0,145.14372
8258,2.0,146.16103
8259,2.0,146.84158
8260,2.0,147.94939
8261,401.0,149.04344
8262,527.0,159.7315
8263,541.0,165.72473
8264,414.00000000000006,165.88203
8265,381.0,168.39645
8266,346.0,167.68086
8267,238.0,166.90466
8268,341.0,167.57336
8269,437.0,168.21922
8270,428.0,169.08078
8271,302.0,169.96877
8272,347.0,172.10315
8273,324.0,171.35597
8274,354.0,170.59042
8275,505.99999999999994,171.2404
8276,739.0,171.91563
8277,669.0,172.79263
8278,26.0,173.70793
8279,23.000000000000004,143.292
8280,27.0,115.254135
8281,13.999999999999998,114.300026
8282,13.0,114.38709
8283,21.0,115.0187
8284,17.0,114.1848
8285,38.0,113.58153
8286,34.0,112.91283
8287,35.0,112.44092
8288,11.0,112.12649
8289,13.999999999999998,114.71595
8290,27.999999999999996,115.32592
8291,21.0,114.6962
8292,18.0,114.21382
8293,48.0,113.80683
