,Predicciones Venta
69662,151.31847
69663,151.64268
69664,152.40086
69665,148.46474
69666,144.69328
69667,143.70604
69668,144.50095
69669,143.8022
69670,142.02278
69671,143.0442
69672,143.64336
69673,144.72746
69674,145.77637
69675,147.32945
69676,146.93036
69677,145.85054
69678,147.25801
69679,148.00244
69680,149.20161
69681,204.57654
69682,229.37566
69683,236.89192
69684,252.95569
69685,247.86075
69686,244.7283
69687,243.76526
69688,243.11116
69689,242.72615
69690,242.29906
69691,255.37805
69692,249.36473
69693,243.85472
69694,243.31688
69695,242.96638
69696,242.51286
69697,197.88008
69698,167.54675
69699,158.23817
69700,155.56697
69701,153.10631
69702,149.44958
69703,149.52188
69704,149.93762
69705,150.99202
69706,152.16989
69707,154.65494
69708,154.1437
69709,151.57057
69710,151.99919
69711,152.48672
69712,153.56671
69713,154.77051
69714,147.28755
69715,136.43327
69716,132.61528
69717,135.03096
69718,138.20428
69719,134.27158
69720,135.62323
69721,134.19225
69722,133.45142
69723,132.5119
69724,137.52905
69725,140.78412
69726,137.63965
69727,138.21922
69728,136.78789
69729,136.06337
69730,135.23994
69731,140.95068
69732,147.75653
69733,149.60568
69734,153.68794
69735,157.86415
69736,157.16678
69737,153.91496
69738,154.43478
69739,159.04768
69740,158.61871
69741,156.03682
69742,156.5817
69743,157.56569
69744,158.97986
69745,152.65244
69746,145.56685
69747,144.23015
69748,144.41612
69749,143.68028
69750,141.84521
69751,142.88896
69752,143.49413
69753,144.58578
69754,145.63795
69755,147.15155
69756,146.61937
69757,145.16159
69758,146.17683
69759,146.85652
69760,147.96312
69761,149.05684
69762,135.55713
69763,126.1407
69764,124.33861
69765,128.33313
69766,129.82852
69767,125.87848
69768,125.64596
69769,124.772736
69770,124.72482
69771,124.76775
69772,130.23001
69773,131.7443
69774,128.25208
69775,128.05647
69776,127.33248
69777,127.36562
69778,127.50077
69779,167.6357
69780,190.7119
69781,196.45476
69782,200.32822
69783,197.73428
69784,196.69827
69785,197.83922
69786,199.22247
69787,200.78534
69788,202.2524
69789,204.62154
69790,201.5248
69791,200.1668
69792,200.98798
69793,202.14456
69794,203.48161
69795,204.75119
69796,170.49957
69797,157.04657
69798,154.53094
69799,155.40848
69800,153.91205
69801,151.43645
69802,151.63307
69803,151.92381
69804,152.70035
69805,153.61136
69806,156.60454
69807,155.61249
69808,153.5595
69809,153.84714
69810,154.19746
69811,155.01402
69812,155.96571
69813,164.16924
69814,167.1777
69815,166.4532
69816,168.56903
69817,167.68446
69818,166.84439
69819,167.48184
69820,168.13422
69821,169.00143
69822,169.89493
69823,172.05507
69824,171.27646
69825,170.51074
69826,171.16621
69827,171.84746
69828,172.73047
69829,173.65022
69830,158.02316
69831,144.68848
69832,144.96838
69833,144.19699
69834,143.77335
69835,141.821
69836,143.27707
69837,144.40736
69838,145.57733
69839,147.11462
69840,146.74559
69841,145.7044
69842,147.12682
69843,147.8769
69844,149.08174
69845,150.78955
69846,149.79561
69847,150.5306
69848,152.47162
69849,151.94408
69850,149.09668
69851,149.52188
69852,149.93729
69853,150.9915
69854,152.1692
69855,154.65477
69856,154.14354
69857,151.57022
69858,151.99902
69859,152.48637
69860,153.5662
69861,154.77051
69862,133.59825
69863,114.424355
69864,116.11379
69865,114.621666
69866,114.02235
69867,113.2822
69868,112.42529
69869,111.75917
69870,111.2634
69871,114.414055
69872,114.39345
69873,114.07335
69874,113.53825
69875,112.97705
69876,112.59874
69877,112.381165
69878,138.57178
69879,146.30185
69880,143.807
69881,145.55965
69882,144.8499
69883,143.04025
69884,144.28287
69885,144.91292
69886,146.14694
69887,147.29665
69888,148.50354
69889,148.31721
69890,146.51443
69891,147.7148
69892,148.43039
69893,149.66527
69894,150.85017
69895,150.17049
69896,148.7261
69897,149.54008
69898,151.56163
69899,151.20084
69900,148.37474
69901,148.84236
69902,149.24077
69903,150.28452
69904,151.43765
69905,153.92166
69906,153.49802
69907,150.9405
69908,151.40794
69909,151.88397
69910,152.954
69911,154.13736
69912,152.89647
69913,152.83807
69914,155.30096
69915,154.87526
69916,153.0232
69917,153.84886
69918,157.06837
69919,156.10876
69920,154.03654
69921,154.28984
69922,154.63226
69923,155.43921
69924,156.39091
69925,178.67097
69926,189.27748
69927,191.89886
69928,192.26105
69929,189.66368
69930,188.80832
69931,190.22299
69932,191.91982
69933,193.77995
69934,195.53825
69935,196.16403
69936,193.5866
69937,192.59401
69938,193.75145
69939,195.21335
69940,196.84355
69941,198.40076
69942,163.87164
69943,147.71548
69944,145.89125
69945,145.05957
69946,144.78877
69947,143.0047
69948,143.99144
69949,144.65018
69950,145.7573
69951,147.24461
69952,146.70677
69953,145.27733
69954,146.68942
69955,147.87039
69956,149.07109
69957,169.33064
69958,181.91644
69959,185.56648
69960,184.98398
69961,182.94508
69962,182.45824
69963,184.20451
69964,186.13472
69965,188.2157
69966,190.19106
69967,189.53232
69968,187.29576
69969,186.59546
69970,188.01787
69971,189.71143
69972,191.5616
69973,193.33656
69974,163.09303
69975,147.32756
69976,145.78719
69977,144.655
69978,143.98097
69979,141.92902
69980,142.9738
69981,143.5762
69982,144.66324
69983,145.71352
69984,147.24908
69985,146.71106
69986,145.24023
69987,146.24568
69988,146.9216
69989,148.0246
69990,149.11609
69991,159.7794
69992,165.72972
69993,165.8635
69994,168.38065
69995,167.65082
69996,166.87341
69997,167.54297
69998,168.19124
69999,169.05432
70000,169.94455
70001,172.087
70002,171.3297
70003,170.56396
70004,171.21567
70005,171.89296
70006,172.77202
70007,173.68869
70008,158.06352
70009,144.74463
70010,145.00703
70011,144.25058
70012,143.8192
70013,141.82512
70014,142.9094
70015,143.51439
70016,144.60416
70017,145.65633
70018,147.17525
70019,146.64151
70020,145.18098
70021,146.19365
70022,146.87215
70023,147.97823
70024,149.07127
70025,189.45967
70026,208.92189
70027,214.73619
70028,223.43462
70029,219.60428
70030,217.58598
70031,217.8216
70032,218.33676
70033,219.07056
70034,219.72981
70035,226.774
70036,222.37112
70037,220.0487
70038,219.94772
70039,220.25563
70040,220.7794
70041,221.25662
70042,155.17114
70043,132.1245
70044,132.12071
70045,129.35318
70046,124.999756
70047,124.93364
70048,124.19573
70049,124.41881
70050,129.65524
70051,131.23392
70052,127.75475
70053,127.6172
70054,126.91278
70055,126.97323
70056,127.12607
70057,140.74411
70058,147.12115
70059,148.47452
70060,151.2879
70061,150.94943
70062,148.21452
70063,148.67441
70064,149.06853
70065,150.1097
70066,151.25665
70067,153.73947
70068,153.33763
70069,150.78493
70070,151.2625
70071,151.73524
70072,152.80339
70073,153.98126
70074,138.14125
70075,128.2962
70076,125.41877
70077,129.58295
70078,130.77817
70079,126.81713
70080,126.43126
70081,125.53022
70082,125.436966
70083,125.45311
70084,131.12315
70085,132.56412
70086,129.0537
70087,128.76776
70088,128.01286
70089,128.00427
70090,128.11331
70091,141.78613
70092,149.35822
70093,151.08167
70094,154.87904
70095,153.96443
70096,151.81923
70097,152.04419
70098,152.31259
70099,153.08107
70100,153.9919
70101,157.0505
70102,156.0442
70103,153.97421
70104,154.21326
70105,154.54297
70106,155.35146
70107,156.30247
70108,155.4483
70109,153.6464
70110,155.48918
70111,153.93832
70112,151.574
70113,151.75775
70114,152.01585
70115,152.79033
70116,153.70134
70117,156.71033
70118,155.71483
70119,153.65773
70120,153.93352
70121,154.04085
70122,155.31093
70123,178.84837
70124,189.99666
70125,192.81932
70126,193.54366
70127,190.91042
70128,190.00456
70129,191.36945
70130,193.02007
70131,194.83607
70132,196.55179
70133,197.43738
70134,194.78078
70135,193.73325
70136,194.84105
70137,196.2583
70138,197.84505
70139,199.36018
70140,153.30861
70141,132.00943
70142,127.680916
70143,130.05055
70144,131.0531
70145,126.84547
70146,126.44157
70147,125.54018
70148,125.44641
70149,125.46204
70150,130.35365
70151,131.74858
70152,128.75969
70153,128.59038
70154,128.07692
70155,128.21463
70156,138.48402
70157,142.24893
70158,142.43492
70159,144.15854
70160,143.57999
70161,141.93416
70162,142.9896
70163,143.59064
70164,144.67714
70165,145.72725
70166,147.26643
70167,146.7272
70168,145.25415
70169,146.25858
70170,146.93362
70171,148.03577
70172,149.1269
70173,133.04477
70174,121.22883
70175,119.589355
70176,120.17391
70177,122.114586
70178,118.60194
70179,119.700294
70180,119.32782
70181,119.95428
70182,120.432014
70183,123.13584
70184,124.823395
70185,121.97051
70186,122.89508
70187,122.706696
70188,123.35513
70189,123.91462
70190,225.36139
70191,269.50647
70192,386.64432
70193,405.059
70194,363.597
70195,367.8271
70196,321.71115
70197,311.4823
70198,270.945
70199,372.97217
70200,378.448
70201,357.69736
70202,337.37323
70203,319.29907
70204,309.04034
70205,268.1512
70206,367.68234
70207,202.16945
70208,183.23048
70209,171.75128
70210,170.22842
70211,168.22952
70212,166.89058
70213,167.4595
70214,168.1131
70215,168.98186
70216,169.87656
70217,172.04321
70218,171.25638
70219,170.4242
70220,171.46124
70221,173.02034
70222,157.83496
70223,144.57686
70224,144.93044
70225,144.17398
70226,143.76134
70227,141.7724
70228,142.86389
70229,143.4706
70230,144.5626
70231,145.61563
70232,147.12286
70233,146.5924
70234,145.13875
70235,146.15657
70236,146.83763
70237,147.94543
70238,149.03984
70239,150.79729
70240,149.79956
70241,150.5409
70242,152.48398
70243,151.9554
70244,149.10854
70245,149.53287
70246,149.94844
70247,151.00319
70248,152.18156
70249,154.66678
70250,154.15384
70251,151.58035
70252,152.00847
70253,152.49669
70254,153.57632
70255,154.7808
70256,138.0413
70257,127.45647
70258,124.39528
70259,128.05751
70260,129.37018
70261,125.40108
70262,125.177666
70263,124.321266
70264,124.302376
70265,124.36196
70266,129.69423
70267,131.25195
70268,127.77193
70269,127.63283
70270,126.927376
70271,126.98679
70272,127.13895
70273,1084.52
70274,2442.3765
70275,4327.7134
70276,5729.3643
70277,6525.1045
70278,7278.556
70279,7808.9995
70280,7739.1436
70281,8047.636
70282,8731.71
70283,9174.452
70284,8637.1
70285,8029.968
70286,7648.129
70287,7581.2397
70288,7871.3506
70289,8544.568
70290,8036.891
70291,6337.335
70292,4439.313
70293,2443.5417
70294,1207.8048
70295,598.7251
70296,264.0655
70297,262.493
70298,261.2279
70299,259.94632
70300,277.73026
70301,270.47415
70302,266.02917
70303,263.76688
70304,262.04926
70305,260.626
70306,259.2122
70307,364.4233
70308,557.863
70309,856.4543
70310,814.0215
70311,720.15625
70312,633.4822
70313,549.32166
70314,544.5075
70315,640.81177
70316,871.41565
70317,824.28143
70318,724.8978
70319,638.9946
70320,538.3313
70321,535.0003
70322,632.1504
70323,864.1669
70324,744.84814
70325,636.97736
70326,552.4025
70327,415.45837
70328,316.52948
70329,247.84856
70330,214.69841
70331,215.35269
70332,216.21887
70333,217.00674
70334,223.3158
70335,219.11348
70336,216.94131
70337,216.98648
70338,217.42989
70339,218.0833
70340,218.6864
70341,169.71925
70342,151.11618
70343,148.15236
70344,145.92783
70345,145.52187
70346,142.99646
70347,144.2808
70348,144.91121
70349,146.14592
70350,147.29546
70351,148.49907
70352,148.31276
70353,146.51358
70354,147.71532
70355,148.43176
70356,149.66699
70357,150.8524
70358,168.43542
70359,181.0906
70360,184.85707
70361,184.29227
70362,182.32274
70363,181.88158
70364,183.65242
70365,185.6027
70366,187.70291
70367,189.69734
70368,188.93076
70369,186.71875
70370,186.0449
70371,187.49066
70372,189.20448
70373,191.07442
70374,192.8686
70375,243.32822
70376,254.85378
70377,259.61694
70378,279.566
70379,272.62656
70380,268.24084
70381,266.08792
70382,264.42422
70383,263.07172
70384,261.70496
70385,279.95633
70386,272.57642
70387,268.04044
70388,265.68402
70389,263.87762
70390,262.36935
70391,260.8726
70392,183.22447
70393,163.65646
70394,157.66547
70395,157.92305
70396,155.97035
70397,153.26636
70398,153.23338
70399,153.46625
70400,154.21927
70401,155.13509
70402,158.39084
70403,157.34125
70404,155.1428
70405,155.26027
70406,155.56268
70407,156.35829
70408,157.31256
70409,156.8745
70410,153.00293
70411,217.78793
70412,197.23955
70413,182.59029
70414,169.61365
70415,159.97328
70416,157.98195
70417,151.10416
70418,217.70258
70419,198.45949
70420,183.56519
70421,171.6115
70422,161.47314
70423,159.73802
70424,153.66408
70425,215.55789
70426,158.12242
70427,150.8653
70428,146.49521
70429,145.81517
70430,145.24007
70431,142.9877
70432,144.27136
70433,144.90572
70434,146.14317
70435,147.29356
70436,148.47899
70437,148.29129
70438,146.51204
70439,147.72253
70440,148.4431
70441,149.68073
70442,150.867
70443,146.66333
70444,143.45703
70445,143.87776
70446,143.38045
70447,141.86531
70448,142.91798
70449,143.55063
70450,144.64726
70451,145.7008
70452,147.23277
70453,146.69543
70454,145.22667
70455,146.23436
70456,146.91078
70457,148.01413
70458,149.10596
70459,216.80446
70460,246.07703
70461,255.11497
70462,277.26932
70463,271.20053
70464,267.20157
70465,265.2607
70466,263.63412
70467,262.31732
70468,260.9856
70469,279.04565
70470,271.71622
70471,267.2177
70472,264.89975
70473,263.12976
70474,261.65634
70475,260.19342
70476,205.99088
70477,171.24194
70478,159.76859
70479,156.3449
70480,153.43774
70481,149.61375
70482,149.60413
70483,150.02142
70484,151.07738
70485,152.25816
70486,154.74355
70487,154.2215
70488,151.64664
70489,152.07063
70490,152.55988
70491,153.6409
70492,154.84727
70493,138.63686
70494,131.49907
70495,128.2708
70496,128.93486
70497,129.35077
70498,127.93507
70499,128.43153
70500,128.75987
70501,129.42789
70502,131.1204
70503,132.18872
70504,131.13312
70505,131.79616
70506,132.25638
70507,132.99394
70508,133.76155
70509,159.51942
70510,172.90373
70511,177.85718
70512,177.35367
70513,174.77606
70514,174.35739
70515,176.31747
70516,178.47041
70517,180.78975
70518,183.01445
70519,180.98122
70520,179.09085
70521,178.68042
70522,180.41333
70523,182.37427
70524,184.48392
70525,186.51852
70526,183.367
70527,180.88333
70528,181.19176
70529,178.54442
70530,175.37299
70531,174.71475
70532,176.54416
70533,178.69571
70534,181.0099
70535,183.22894
70536,181.14008
70537,179.30104
70538,178.90195
70539,180.63434
70540,182.59099
70541,184.69463
70542,186.72237
70543,175.44855
70544,169.69968
70545,168.00525
70546,168.98152
70547,168.01848
70548,167.04599
70549,167.64566
70550,168.28671
70551,169.14363
70552,170.02766
70553,172.1423
70554,171.41951
70555,170.65413
70556,171.2993
70557,171.97006
70558,172.84294
70559,173.75412
70560,192.9069
70561,198.99304
70562,202.78046
70563,205.94193
70564,202.72601
70565,201.27768
70566,202.18216
70567,203.38202
70568,204.76973
70569,206.06523
70570,209.44205
70571,206.05562
70572,204.48793
70573,205.11267
70574,206.08893
70575,207.2534
70576,208.35417
70577,165.31534
70578,148.34917
70579,145.99101
70580,144.6148
70581,143.87466
70582,141.8131
70583,142.86647
70584,143.473
70585,144.56467
70586,145.61821
70587,147.12561
70588,146.59499
70589,145.18785
70590,146.61267
70591,147.79604
70592,148.99966
70593,146.6939
70594,138.6901
70595,137.52922
70596,138.21887
70597,140.2303
70598,135.51385
70599,136.2277
70600,135.82828
70601,136.57838
70602,137.29086
70603,140.21124
70604,142.28809
70605,138.22867
70606,138.86903
70607,138.62552
70608,139.39606
70609,140.16624
70610,124.37124
70611,114.32939
70612,112.11001
70613,114.33832
70614,114.903984
70615,114.233055
70616,113.62497
70617,112.97465
70618,112.52318
70619,112.227806
70620,114.76815
70621,115.44183
70622,114.7764
70623,114.297966
70624,113.9054
70625,113.71341
70626,113.66842
70627,136.69377
70628,143.8259
70629,143.11066
70630,143.84995
70631,141.71642
70632,143.3904
70633,144.89523
70634,147.02824
70635,146.60493
70636,145.20761
70637,146.23349
70638,146.91817
70639,148.02116
70640,149.11282
70641,147.0219
70642,143.60146
70643,143.40019
70644,144.16454
70645,143.5963
70646,141.8495
70647,142.90887
70648,143.51353
70649,144.60313
70650,145.65564
70651,147.17404
70652,146.64082
70653,145.17996
70654,146.19296
70655,146.87163
70656,147.97754
70657,149.07024
70658,167.23592
70659,179.51897
70660,178.64471
70661,177.72014
70662,177.5618
70663,180.3333
70664,183.12334
70665,182.70638
70666,181.71603
70667,182.5216
70668,184.93607
70669,187.31122
70670,189.39305
70671,162.39754
70672,146.92297
70673,145.63159
70674,144.52722
70675,143.88669
70676,141.8478
70677,142.90544
70678,143.5101
70679,144.60004
70680,145.65237
70681,147.17044
70682,146.63722
70683,145.1767
70684,146.1904
70685,146.86905
70686,147.97498
70687,149.06834
70688,217.54408
70689,247.11804
70690,256.2712
70691,278.82104
70692,272.6937
70693,268.64078
70694,266.63864
70695,264.95023
70696,263.57385
70697,262.18408
70698,280.56235
70699,273.14893
70700,268.58807
70701,266.2059
70702,264.37546
70703,262.84402
70704,261.32492
70705,205.18341
70706,170.68779
70707,159.39233
70708,156.05846
70709,153.26086
70710,149.48358
70711,149.23647
70712,150.31766
70713,154.0606
70714,153.62956
70715,151.92673
70716,153.72728
70717,154.71315
70718,137.66248
70719,126.71856
70720,123.69154
70721,127.04261
70722,128.45831
70723,124.5014
70724,124.39631
70725,123.570305
70726,123.60328
70727,123.693436
70728,128.79541
70729,130.42441
70730,126.96842
70731,126.92806
70732,125.78712
70733,125.85632
70734,137.13185
70735,141.66199
70736,142.10864
70737,143.931
70738,143.40105
70739,141.79387
70740,142.86732
70741,143.4737
70742,144.56604
70743,145.6189
70744,147.12665
70745,146.59601
70746,145.14201
70747,146.15965
70748,146.84021
70749,147.94766
70750,149.0419
70751,135.4151
70752,125.87195
70753,124.06522
70754,127.94245
70755,129.47597
70756,125.525925
70757,125.33479
70758,124.47238
70759,127.98659
70760,129.59686
70761,127.36288
70762,127.429504
70763,127.10133
70764,127.32338
70765,126.39743
70766,123.98348
70767,122.59662
70768,127.28543
70769,128.86462
70770,125.045265
70771,124.89586
70772,123.54163
70773,128.09013
70774,130.41324
70775,127.200424
70776,127.28302
70777,126.6442
70778,126.7517
70779,126.92309
70780,139.57722
70781,143.78056
70782,143.92567
70783,145.16914
70784,144.96564
70785,142.96486
70786,144.27238
70787,144.90588
70788,146.14351
70789,147.29356
70790,148.48138
70791,148.29437
70792,146.51187
70793,147.7215
70794,148.44104
70795,149.67867
70796,150.86478
70797,148.91724
70798,145.2842
70799,145.04361
70800,145.30188
70801,145.13084
70802,142.98616
70803,144.35086
70804,145.32678
70805,147.16888
70806,148.37973
70807,148.29404
70808,146.50018
70809,147.71635
70810,148.43382
70811,149.66939
70812,150.85516
70813,150.1114
70814,148.55917
70815,149.33624
70816,151.33685
70817,151.00078
70818,148.17503
70819,148.65363
70820,149.04774
70821,150.08806
70822,151.23433
70823,153.71696
70824,153.31822
70825,150.76535
70826,151.2443
70827,151.71687
70828,152.78484
70829,153.96202
70830,162.09033
70831,166.74324
70832,166.15714
70833,168.5103
70834,167.65648
70835,166.60054
70836,168.14676
70837,169.6382
70838,171.94173
70839,171.25792
70840,170.8669
70841,172.3319
70842,173.5101
70843,178.10583
70844,180.35356
70845,178.43314
70846,176.9089
70847,176.68274
70848,178.6715
70849,180.82649
70850,183.10547
70851,181.96675
70852,180.90773
70853,182.28548
70854,185.30717
70855,188.18427
70856,150.61165
70857,130.17781
70858,131.51212
70859,129.94392
70860,126.25027
70861,125.58551
70862,124.74697
70863,124.71572
70864,129.58449
70865,131.26912
70866,128.09752
70867,127.96649
70868,127.30604
70869,127.355835
70870,139.85336
70871,145.4925
70872,146.88159
70873,149.36818
70874,149.26463
70875,146.71638
70876,147.36534
70877,147.75568
70878,148.78929
70879,149.89503
70880,152.32634
70881,152.39417
70882,150.73254
70883,152.03423
70884,152.85886
70885,152.23927
70886,152.28615
70887,152.60573
70888,155.5893
70889,154.47858
70890,152.21677
70891,152.37527
70892,152.62805
70893,153.39052
70894,154.30186
70895,157.41302
70896,156.39539
70897,154.2919
70898,154.49678
70899,154.8198
70900,155.62416
70901,156.5762
70902,155.74352
70903,151.2412
70904,150.00322
70905,151.17508
70906,150.53232
70907,147.62619
70908,148.078
70909,148.45804
70910,149.49165
70911,150.61731
70912,153.0924
70913,152.76869
70914,150.23402
70915,150.74971
70916,151.21115
70917,152.27223
70918,153.43156
70919,136.43224
70920,125.609726
70921,122.77745
70922,125.77664
70923,127.33626
70924,123.45663
70925,123.52995
70926,122.751175
70927,122.8494
70928,122.978195
70929,127.72642
70930,129.42633
70931,126.05089
70932,126.15083
70933,125.52764
70934,125.693184
70935,125.91334
70936,154.57698
70937,174.4953
70938,179.34552
70939,178.50543
70940,176.86082
70941,176.72842
70942,178.71219
70943,180.83423
70944,183.09756
70945,185.25427
70946,183.5597
70947,181.57042
70948,181.1205
70949,182.76889
70950,184.65616
70951,186.6918
70952,188.65068
70953,149.23201
70954,117.22469
70955,114.488235
70956,114.92168
70957,114.63026
70958,113.92343
70959,113.25078
70960,112.43766
70961,111.05973
70962,114.1429
70963,114.34931
70964,114.03986
70965,113.53705
70966,112.98306
70967,112.613335
70968,112.398506
70969,147.93427
70970,164.19672
70971,164.70468
70972,168.17938
70973,167.52081
70974,166.90277
70975,167.61562
70976,168.2589
70977,169.11736
70978,170.00294
70979,172.12582
70980,171.39272
70981,170.62769
70982,171.27475
70983,171.94722
70984,172.82182
70985,173.73473
70986,202.47049
70987,211.65079
70988,216.48933
70989,224.13406
70990,220.07669
70991,217.91243
70992,218.09033
70993,218.59332
70994,219.31578
70995,219.96387
70996,227.07178
70997,222.65155
70998,220.3159
70999,220.2024
71000,220.49846
71001,221.01088
71002,221.4773
71003,164.25957
71004,140.27959
71005,135.39278
71006,135.19203
71007,138.59616
71008,134.19637
71009,135.6648
71010,134.25012
71011,133.50757
71012,132.56137
71013,137.54382
71014,140.78445
71015,137.63089
71016,138.25613
71017,136.83957
71018,136.11317
71019,135.28632
71020,150.56082
71021,163.30992
71022,164.60869
71023,168.03943
71024,167.49352
71025,166.82086
71026,167.52545
71027,168.17493
71028,169.03905
71029,169.9303
71030,172.07773
71031,171.3144
71032,170.54903
71033,171.20158
71034,171.88008
71035,172.76035
71036,173.6777
71037,158.06078
71038,144.74635
71039,145.01236
71040,144.25813
71041,143.82658
71042,141.83199
71043,142.91592
71044,143.52005
71045,144.60983
71046,145.66165
71047,147.18211
71048,146.64804
71049,145.18614
71050,146.19864
71051,146.87695
71052,147.98218
71053,149.0754
71054,147.03116
71055,143.6619
71056,143.48296
71057,144.27548
71058,143.70209
71059,141.94412
71060,142.99303
71061,143.59424
71062,144.6804
71063,145.73051
71064,147.27072
71065,146.7315
71066,145.25758
71067,146.26132
71068,146.93637
71069,148.03833
71070,149.12949
71071,150.17993
71072,150.88762
71073,154.38448
71074,152.66275
71075,151.50015
71076,155.47166
71077,155.29874
71078,154.04324
71079,154.47496
71080,155.0755
71081,163.24141
71082,167.22029
71083,168.20016
71084,167.7456
71085,166.34673
71086,170.43483
71087,171.7482
71088,169.12955
71089,167.49472
71090,168.85753
71091,167.89827
71092,166.96614
71093,167.60599
71094,168.23347
71095,169.0933
71096,169.98079
71097,172.11122
71098,171.33261
71099,171.45163
71100,172.78215
71101,173.67325
71102,315.17456
71103,541.211
71104,767.84155
71105,535.81506
71106,413.5443
71107,404.62024
71108,455.09186
71109,554.56616
71110,691.9759
71111,866.40295
71112,584.8468
71113,430.40463
71114,405.0116
71115,451.14484
71116,550.9153
71117,688.3549
71118,862.16846
71119,276.23727
71120,199.66638
71121,158.66284
71122,150.01508
71123,145.91718
71124,143.15994
71125,144.28131
71126,144.9119
71127,146.14626
71128,147.29579
71129,148.50096
71130,148.3143
71131,146.51427
71132,147.71515
71133,148.43124
71134,149.66612
71135,150.85138
71136,146.66367
71137,143.46304
71138,143.30917
71139,144.17107
71140,143.61777
71141,141.87836
71142,142.9324
71143,143.53603
71144,144.62494
71145,145.67659
71146,147.20117
71147,146.66608
71148,145.20142
71149,146.2122
71150,146.88966
71151,147.99455
71152,149.08723
71153,159.7035
71154,165.63097
71155,165.75925
71156,168.30989
71157,167.5397
71158,166.76128
71159,167.43805
71160,168.09319
71161,168.96349
71162,169.85973
71163,172.0324
71164,171.23851
71165,170.47244
71166,171.13101
71167,171.815
71168,172.70076
71169,173.6231
71170,163.15262
71171,155.40778
71172,156.26744
71173,158.84471
71174,157.5633
71175,154.94121
71176,154.89484
71177,155.10176
71178,155.84431
71179,156.77008
71180,160.29544
71181,159.06657
71182,156.72406
71183,156.72955
71184,157.00998
71185,157.79597
71186,159.3901
71187,140.43379
71188,127.56208
71189,124.03002
71190,126.8319
71191,128.17445
71192,124.17976
71193,124.11211
71194,123.2995
71195,123.35273
71196,127.81074
71197,129.64752
71198,126.533264
71199,126.588905
71200,125.99284
71201,126.13212
71202,126.33338
71203,140.28868
71204,147.44519
71205,149.25038
71206,152.21797
71207,151.82524
71208,149.10167
71209,149.51999
71210,149.9354
71211,150.98996
71212,152.16783
71213,154.65305
71214,154.14182
71215,151.56868
71216,151.99748
71217,152.48518
71218,153.56499
71219,154.76897
71220,154.07588
71221,153.79802
71222,153.80472
71223,156.82779
71224,155.61523
71225,153.23099
71226,153.27168
71227,153.5037
71228,154.25636
71229,155.17218
71230,158.43428
71231,157.38348
71232,155.18076
71233,155.29445
71234,155.59616
71235,156.39091
71236,157.34554
71237,151.98958
71238,145.43806
71239,144.19339
71240,144.48482
71241,143.75464
71242,141.92421
71243,142.95972
71244,143.56213
71245,144.65001
71246,145.7008
71247,147.23242
71248,146.69543
71249,145.22667
71250,146.23401
71251,146.91061
71252,148.01413
71253,149.1056
71254,135.57858
71255,126.14397
71256,124.315254
71257,128.29329
71258,129.78764
71259,125.83761
71260,125.60904
71261,124.73667
71262,124.69134
71263,124.735466
71264,130.18794
71265,131.70547
71266,128.21413
71267,128.023
71268,127.30054
71269,127.33557
71270,127.47227
71271,136.89813
71272,137.41656
71273,136.81158
71274,138.7289
71275,140.59315
71276,136.0498
71277,136.62732
71278,136.24934
71279,136.9833
71280,137.71022
71281,140.69585
71282,142.7023
71283,138.63326
71284,139.18535
71285,138.95111
71286,139.70877
71287,140.49013
71288,143.65245
71289,149.51329
71290,151.07497
71291,154.99237
71292,154.13066
71293,151.99112
71294,152.1898
71295,152.1711
71296,153.36545
71297,156.92705
71298,156.07837
71299,154.07227
71300,154.32196
71301,154.66335
71302,155.46996
71303,156.42165
71304,164.49054
71305,167.34291
71306,166.5825
71307,168.64374
71308,167.7875
71309,166.9445
71310,167.57422
71311,168.22043
71312,169.08112
71313,169.96945
71314,172.10367
71315,171.35666
71316,170.59145
71317,171.24109
71318,171.91649
71319,172.79332
71320,173.70845
71321,160.2082
71322,141.60994
71323,140.9464
71324,139.76733
71325,141.45952
71326,136.48341
71327,137.01181
71328,136.70494
71329,137.62007
71330,138.49638
71331,141.261
71332,143.11993
71333,139.02667
71334,139.50133
71335,139.30814
71336,140.2133
71337,141.1152
71338,127.53838
71339,121.20478
71340,120.625206
71341,122.02889
71342,118.76267
71343,119.63573
71344,119.22564
71345,119.80161
71346,123.078316
71347,124.7942
71348,122.00743
71349,122.90848
71350,122.71168
71351,123.34621
71352,123.8947
71353,147.27588
71354,162.35959
71355,164.37085
71356,167.98053
71357,167.54744
71358,166.90312
71359,167.61836
71360,168.26147
71361,169.11993
71362,170.00552
71363,172.12737
71364,171.39546
71365,170.63026
71366,171.27733
71367,171.94946
71368,172.82405
71369,173.73679
71370,155.59634
71371,135.49565
71372,134.0619
71373,134.56935
71374,138.48642
71375,134.1725
71376,135.542
71377,134.07925
71378,133.34186
71379,132.41437
71380,137.50124
71381,140.78514
71382,137.65802
71383,138.14726
71384,136.68776
71385,135.96634
71386,135.1498
71387,150.48389
71388,163.22801
71389,164.52678
71390,167.98344
71391,167.4061
71392,166.73242
71393,167.44319
71394,168.09781
71395,168.96796
71396,169.8635
71397,172.03497
71398,171.24246
71399,170.47691
71400,171.13513
71401,171.81877
71402,172.70436
71403,173.62602
71404,158.03381
71405,144.72694
71406,145.01167
71407,144.2595
71408,143.83037
71409,141.83508
71410,142.91919
71411,143.52348
